KS,I,I,S,I,I,I,S 
NewAnimationSystem/Archer/AnimationSource/Archer.overrideController,0,0,NewAnimationSystem/Archer/AnimationSource/Archer.overrideController,1,0,0,Archer.overrideController
NewAnimationSystem/Archer/AnimationSource/Arche_FullBody.mask,0,0,NewAnimationSystem/Archer/AnimationSource/Arche_FullBody.mask,1,0,0,Arche_FullBody.mask
NewAnimationSystem/Archer/AnimationSource/Skin_Archer.FBX,0,0,NewAnimationSystem/Archer/AnimationSource/Skin_Archer.FBX,1,0,0,Skin_Archer.FBX
NewAnimationSystem/Archer/AnimationSource/Materials/Tex_Assassin_01.mat,0,0,NewAnimationSystem/Archer/AnimationSource/Materials/Tex_Assassin_01.mat,1,0,0,Tex_Assassin_01.mat
NewAnimationSystem/Assassin/Assassin.prefab,0,0,NewAnimationSystem/Assassin/Assassin.prefab,1,0,0,Assassin.prefab
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Attack01.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Attack01.FBX,1,0,0,Ani_Assassin_Attack01.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Attack_A.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Attack_A.FBX,1,0,0,Ani_Assassin_Attack_A.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Attack_B.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Attack_B.FBX,1,0,0,Ani_Assassin_Attack_B.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Cushion.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Cushion.FBX,1,0,0,Ani_Assassin_Cushion.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Dead.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Dead.FBX,1,0,0,Ani_Assassin_Dead.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Dead_Bomb.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Dead_Bomb.FBX,1,0,0,Ani_Assassin_Dead_Bomb.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Idle.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Idle.FBX,1,0,0,Ani_Assassin_Idle.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Jump.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Jump.FBX,1,0,0,Ani_Assassin_Jump.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Back.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Back.FBX,1,0,0,Ani_Assassin_Run_Back.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Forward.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Forward.FBX,1,0,0,Ani_Assassin_Run_Forward.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Left.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Left.FBX,1,0,0,Ani_Assassin_Run_Left.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Right.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Run_Right.FBX,1,0,0,Ani_Assassin_Run_Right.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Skill_FB_01.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Skill_FB_01.FBX,1,0,0,Ani_Assassin_Skill_FB_01.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Skill_UB_01.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Skill_UB_01.FBX,1,0,0,Ani_Assassin_Skill_UB_01.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Sprint.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Sprint.FBX,1,0,0,Ani_Assassin_Sprint.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Turn_Center.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Turn_Center.FBX,1,0,0,Ani_Assassin_Turn_Center.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Turn_Down.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Turn_Down.FBX,1,0,0,Ani_Assassin_Turn_Down.FBX
NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Turn_Up.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Ani_Assassin_Turn_Up.FBX,1,0,0,Ani_Assassin_Turn_Up.FBX
NewAnimationSystem/Assassin/AnimationSource/Assassin.overrideController,0,0,NewAnimationSystem/Assassin/AnimationSource/Assassin.overrideController,1,0,0,Assassin.overrideController
NewAnimationSystem/Assassin/AnimationSource/Assassin_FullBody.mask,0,0,NewAnimationSystem/Assassin/AnimationSource/Assassin_FullBody.mask,1,0,0,Assassin_FullBody.mask
NewAnimationSystem/Assassin/AnimationSource/Skin_Assassin.FBX,0,0,NewAnimationSystem/Assassin/AnimationSource/Skin_Assassin.FBX,1,0,0,Skin_Assassin.FBX
NewAnimationSystem/Commando/Commando2.prefab,0,0,NewAnimationSystem/Commando/Commando2.prefab,1,0,0,Commando2.prefab
NewAnimationSystem/Commando/Commando2_Ragdoll.prefab,0,0,NewAnimationSystem/Commando/Commando2_Ragdoll.prefab,1,0,0,Commando2_Ragdoll.prefab
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Attack.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Attack.FBX,1,0,0,Ani_Commando_Attack.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Attack_Backward.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Attack_Backward.FBX,1,0,0,Ani_Commando_Attack_Backward.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Attack_Forward.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Attack_Forward.FBX,1,0,0,Ani_Commando_Attack_Forward.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_BodyBackward.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_BodyBackward.FBX,1,0,0,Ani_Commando_BodyBackward.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_BodyForward.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_BodyForward.FBX,1,0,0,Ani_Commando_BodyForward.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Cushion.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Cushion.FBX,1,0,0,Ani_Commando_Cushion.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Dead.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Dead.FBX,1,0,0,Ani_Commando_Dead.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Dead_Bomb.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Dead_Bomb.FBX,1,0,0,Ani_Commando_Dead_Bomb.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Idle.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Idle.FBX,1,0,0,Ani_Commando_Idle.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Jump.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Jump.FBX,1,0,0,Ani_Commando_Jump.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_KnockDown.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_KnockDown.FBX,1,0,0,Ani_Commando_KnockDown.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Back.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Back.FBX,1,0,0,Ani_Commando_Run_Back.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Forward.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Forward.FBX,1,0,0,Ani_Commando_Run_Forward.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Left.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Left.FBX,1,0,0,Ani_Commando_Run_Left.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Right.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Run_Right.FBX,1,0,0,Ani_Commando_Run_Right.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_FB_01.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_FB_01.FBX,1,0,0,Ani_Commando_Skill_FB_01.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_01.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_01.FBX,1,0,0,Ani_Commando_Skill_UB_01.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_02.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_02.FBX,1,0,0,Ani_Commando_Skill_UB_02.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_03.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_03.FBX,1,0,0,Ani_Commando_Skill_UB_03.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_Loop_01.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Skill_UB_Loop_01.FBX,1,0,0,Ani_Commando_Skill_UB_Loop_01.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Sprint.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Sprint.FBX,1,0,0,Ani_Commando_Sprint.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Turn_Center.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Turn_Center.FBX,1,0,0,Ani_Commando_Turn_Center.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Turn_Down.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Turn_Down.FBX,1,0,0,Ani_Commando_Turn_Down.FBX
NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Turn_Up.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Ani_Commando_Turn_Up.FBX,1,0,0,Ani_Commando_Turn_Up.FBX
NewAnimationSystem/Commando/AnimationSource/Commando.controller,0,0,NewAnimationSystem/Commando/AnimationSource/Commando.controller,1,0,0,Commando.controller
NewAnimationSystem/Commando/AnimationSource/Commando_bk.controller,0,0,NewAnimationSystem/Commando/AnimationSource/Commando_bk.controller,1,0,0,Commando_bk.controller
NewAnimationSystem/Commando/AnimationSource/Commando_FullBody.mask,0,0,NewAnimationSystem/Commando/AnimationSource/Commando_FullBody.mask,1,0,0,Commando_FullBody.mask
NewAnimationSystem/Commando/AnimationSource/Commando_UpperBody.mask,0,0,NewAnimationSystem/Commando/AnimationSource/Commando_UpperBody.mask,1,0,0,Commando_UpperBody.mask
NewAnimationSystem/Commando/AnimationSource/Skin_Commando.FBX,0,0,NewAnimationSystem/Commando/AnimationSource/Skin_Commando.FBX,1,0,0,Skin_Commando.FBX
NewAnimationSystem/Engineer/Engineer.prefab,0,0,NewAnimationSystem/Engineer/Engineer.prefab,1,0,0,Engineer.prefab
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Attack_A.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Attack_A.FBX,1,0,0,Ani_Engineer_Attack_A.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Cushion.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Cushion.FBX,1,0,0,Ani_Engineer_Cushion.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Dead.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Dead.FBX,1,0,0,Ani_Engineer_Dead.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Dead_Bomb.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Dead_Bomb.FBX,1,0,0,Ani_Engineer_Dead_Bomb.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Idle.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Idle.FBX,1,0,0,Ani_Engineer_Idle.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Jump.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Jump.FBX,1,0,0,Ani_Engineer_Jump.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Back.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Back.FBX,1,0,0,Ani_Engineer_Run_Back.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Forward.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Forward.FBX,1,0,0,Ani_Engineer_Run_Forward.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Left.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Left.FBX,1,0,0,Ani_Engineer_Run_Left.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Right.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Run_Right.FBX,1,0,0,Ani_Engineer_Run_Right.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Skill_FB_01.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Skill_FB_01.FBX,1,0,0,Ani_Engineer_Skill_FB_01.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Skill_FB_02.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Skill_FB_02.FBX,1,0,0,Ani_Engineer_Skill_FB_02.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Skill_FB_03.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Skill_FB_03.FBX,1,0,0,Ani_Engineer_Skill_FB_03.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Sprint.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Sprint.FBX,1,0,0,Ani_Engineer_Sprint.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Turn_Center.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Turn_Center.FBX,1,0,0,Ani_Engineer_Turn_Center.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Turn_Down.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Turn_Down.FBX,1,0,0,Ani_Engineer_Turn_Down.FBX
NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Turn_Up.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Ani_Engineer_Turn_Up.FBX,1,0,0,Ani_Engineer_Turn_Up.FBX
NewAnimationSystem/Engineer/AnimationSource/Engineer.overrideController,0,0,NewAnimationSystem/Engineer/AnimationSource/Engineer.overrideController,1,0,0,Engineer.overrideController
NewAnimationSystem/Engineer/AnimationSource/Engineer_FullBody.mask,0,0,NewAnimationSystem/Engineer/AnimationSource/Engineer_FullBody.mask,1,0,0,Engineer_FullBody.mask
NewAnimationSystem/Engineer/AnimationSource/Skin_Engineer.FBX,0,0,NewAnimationSystem/Engineer/AnimationSource/Skin_Engineer.FBX,1,0,0,Skin_Engineer.FBX
NewAnimationSystem/Flamethrower/Flamethrower.prefab,0,0,NewAnimationSystem/Flamethrower/Flamethrower.prefab,1,0,0,Flamethrower.prefab
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Attack_A.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Attack_A.FBX,1,0,0,Ani_Flamethrower_Attack_A.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Cushion.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Cushion.FBX,1,0,0,Ani_Flamethrower_Cushion.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Death.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Death.FBX,1,0,0,Ani_Flamethrower_Death.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Death_Bomb.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Death_Bomb.FBX,1,0,0,Ani_Flamethrower_Death_Bomb.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Idle.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Idle.FBX,1,0,0,Ani_Flamethrower_Idle.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Jump.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Jump.FBX,1,0,0,Ani_Flamethrower_Jump.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Back.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Back.FBX,1,0,0,Ani_Flamethrower_Run_Back.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Forward.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Forward.FBX,1,0,0,Ani_Flamethrower_Run_Forward.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Left.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Left.FBX,1,0,0,Ani_Flamethrower_Run_Left.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Right.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Run_Right.FBX,1,0,0,Ani_Flamethrower_Run_Right.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Skill_FB_01.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Skill_FB_01.FBX,1,0,0,Ani_Flamethrower_Skill_FB_01.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Skill_FB_02.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Skill_FB_02.FBX,1,0,0,Ani_Flamethrower_Skill_FB_02.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Skill_UB_01.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Skill_UB_01.FBX,1,0,0,Ani_Flamethrower_Skill_UB_01.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Sprint.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Sprint.FBX,1,0,0,Ani_Flamethrower_Sprint.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Turn_Center.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Turn_Center.FBX,1,0,0,Ani_Flamethrower_Turn_Center.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Turn_Down.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Turn_Down.FBX,1,0,0,Ani_Flamethrower_Turn_Down.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Turn_Up.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Ani_Flamethrower_Turn_Up.FBX,1,0,0,Ani_Flamethrower_Turn_Up.FBX
NewAnimationSystem/Flamethrower/AnimationSource/Flamethrower.overrideController,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Flamethrower.overrideController,1,0,0,Flamethrower.overrideController
NewAnimationSystem/Flamethrower/AnimationSource/Flamethrower_FullBody.mask,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Flamethrower_FullBody.mask,1,0,0,Flamethrower_FullBody.mask
NewAnimationSystem/Flamethrower/AnimationSource/Skin_Flamethrower.FBX,0,0,NewAnimationSystem/Flamethrower/AnimationSource/Skin_Flamethrower.FBX,1,0,0,Skin_Flamethrower.FBX
NewAnimationSystem/Moster/Moster.prefab,0,0,NewAnimationSystem/Moster/Moster.prefab,1,0,0,Moster.prefab
NewAnimationSystem/Moster/AnimationSource/Ani_Moster_Attack01.FBX,0,0,NewAnimationSystem/Moster/AnimationSource/Ani_Moster_Attack01.FBX,1,0,0,Ani_Moster_Attack01.FBX
NewAnimationSystem/Moster/AnimationSource/Ani_Moster_Idle.FBX,0,0,NewAnimationSystem/Moster/AnimationSource/Ani_Moster_Idle.FBX,1,0,0,Ani_Moster_Idle.FBX
NewAnimationSystem/Moster/AnimationSource/Monster.controller,0,0,NewAnimationSystem/Moster/AnimationSource/Monster.controller,1,0,0,Monster.controller
NewAnimationSystem/Moster/AnimationSource/Skin_Moster.FBX,0,0,NewAnimationSystem/Moster/AnimationSource/Skin_Moster.FBX,1,0,0,Skin_Moster.FBX
NewAnimationSystem/Moster/Texture/Tex_Monster.mat,0,0,NewAnimationSystem/Moster/Texture/Tex_Monster.mat,1,0,0,Tex_Monster.mat
NewAnimationSystem/Moster/Texture/Tex_Monster.tga,0,0,NewAnimationSystem/Moster/Texture/Tex_Monster.tga,1,0,0,Tex_Monster.tga
NewAnimationSystem/Nurse/Nurse.prefab,0,0,NewAnimationSystem/Nurse/Nurse.prefab,1,0,0,Nurse.prefab
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Attack_A.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Attack_A.FBX,1,0,0,Ani_Nurse_Attack_A.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_CureArea_01.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_CureArea_01.FBX,1,0,0,Ani_Nurse_CureArea_01.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Cushion.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Cushion.FBX,1,0,0,Ani_Nurse_Cushion.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Dead.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Dead.FBX,1,0,0,Ani_Nurse_Dead.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Dead_Bomb.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Dead_Bomb.FBX,1,0,0,Ani_Nurse_Dead_Bomb.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Idle.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Idle.FBX,1,0,0,Ani_Nurse_Idle.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Jump.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Jump.FBX,1,0,0,Ani_Nurse_Jump.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Back.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Back.FBX,1,0,0,Ani_Nurse_Run_Back.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Forward.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Forward.FBX,1,0,0,Ani_Nurse_Run_Forward.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Left.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Left.FBX,1,0,0,Ani_Nurse_Run_Left.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Right.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Run_Right.FBX,1,0,0,Ani_Nurse_Run_Right.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Skill_FB_01.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Skill_FB_01.FBX,1,0,0,Ani_Nurse_Skill_FB_01.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Skill_UB_01.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Skill_UB_01.FBX,1,0,0,Ani_Nurse_Skill_UB_01.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Skill_UB_02.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Skill_UB_02.FBX,1,0,0,Ani_Nurse_Skill_UB_02.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Sprint.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Sprint.FBX,1,0,0,Ani_Nurse_Sprint.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Turn_Center.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Turn_Center.FBX,1,0,0,Ani_Nurse_Turn_Center.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Turn_Down.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Turn_Down.FBX,1,0,0,Ani_Nurse_Turn_Down.FBX
NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Turn_Up.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Ani_Nurse_Turn_Up.FBX,1,0,0,Ani_Nurse_Turn_Up.FBX
NewAnimationSystem/Nurse/AnimationSource/Nurse.overrideController,0,0,NewAnimationSystem/Nurse/AnimationSource/Nurse.overrideController,1,0,0,Nurse.overrideController
NewAnimationSystem/Nurse/AnimationSource/Nurse_FullBody.mask,0,0,NewAnimationSystem/Nurse/AnimationSource/Nurse_FullBody.mask,1,0,0,Nurse_FullBody.mask
NewAnimationSystem/Nurse/AnimationSource/Skin_Nurse.FBX,0,0,NewAnimationSystem/Nurse/AnimationSource/Skin_Nurse.FBX,1,0,0,Skin_Nurse.FBX
NewAnimationSystem/Plover/Plover.prefab,0,0,NewAnimationSystem/Plover/Plover.prefab,1,0,0,Plover.prefab
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Aim.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Aim.FBX,1,0,0,Ani_Plover_Aim.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Attack01.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Attack01.FBX,1,0,0,Ani_Plover_Attack01.FBX
NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Cushion.FBX,0,0,NewAnimationSystem/Plover/AnimationSource/Ani_Plover_Cushion.FBX,1,0,0,Ani_Plover_Cushion.FBX
